vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,rate_code,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount
DDS,2010-01-12 15:22:44,2010-01-12 15:29:09,1,1.0,-73.976483,40.78817,1,,-73.982573,40.75909,CAS,4.9,0.0,0.5,0.0,0.0,5.4
CMT,2010-01-07 09:21:45,2010-01-07 09:35:52,1,1.4,-73.965934,40.762238,1,0,-73.982208,40.773276,Cre,8.9,0.0,0.5,0.0,0.0,9.4
VTS,2010-01-21 14:16:00,2010-01-21 14:22:00,2,1.02,-73.97670999999998,40.727032,1,,-73.989438,40.734155,Cre,5.3,0.0,0.5,2.0,0.0,7.8
DDS,2010-01-17 02:03:24,2010-01-17 02:18:41,2,2.8,-73.993757,40.760617,1,,-73.859453,40.752075,CRE,10.5,0.5,0.5,2.0,0.0,13.5
DDS,2010-01-10 12:55:40,2010-01-10 13:46:43,1,3.4,-73.980573,40.765308,1,,-73.982112,40.761873,CAS,11.7,0.0,0.5,0.0,0.0,12.2
VTS,2010-01-08 13:32:00,2010-01-08 13:40:00,5,2.57,-73.952623,40.772275,1,,-73.97466,40.752838,Cre,8.5,0.0,0.5,2.0,0.0,11.0
VTS,2010-01-02 22:32:00,2010-01-02 22:58:00,1,17.93,-73.787358,40.64163,1,,-73.94499299999998,40.803425,Cre,45.0,0.0,0.5,8.0,4.57,58.07
VTS,2010-01-03 12:11:00,2010-01-03 12:38:00,5,9.28,-73.98609299999998,40.747402,1,,-73.873033,40.774455,Cre,24.9,0.0,0.5,4.98,4.57,34.95
VTS,2010-01-03 22:27:00,2010-01-03 22:42:00,5,8.16,-73.870908,40.773777,1,,-73.949923,40.77385,Cre,19.3,0.5,0.5,3.96,4.57,28.83
CMT,2010-01-26 13:18:27,2010-01-26 13:36:59,4,3.3,-73.98205,40.765517,1,0,-73.99756499999998,40.724533,Cre,11.7,0.0,0.5,10.0,0.0,22.2
VTS,2010-01-21 21:00:00,2010-01-21 21:18:00,1,2.45,-74.0111,40.705352,1,,-73.99043799999998,40.730795,Cre,10.9,0.5,0.5,1.0,0.0,12.9
DDS,2010-01-13 14:14:27,2010-01-13 14:21:01,2,0.8,-73.99664699999998,40.725215,1,,-73.985797,40.731042,CAS,5.3,0.0,0.5,0.0,0.0,5.8
VTS,2010-01-27 03:14:00,2010-01-27 03:15:00,1,0.7299999999999999,-73.99040999999998,40.761458,1,,-73.99785199999998,40.754088,CAS,3.7,0.5,0.5,0.0,0.0,4.7
VTS,2010-01-29 10:18:00,2010-01-29 10:29:00,1,2.36,-73.975177,40.790093,1,,-73.970877,40.765807,Cre,8.9,0.0,0.5,1.0,0.0,10.4
VTS,2010-01-17 02:03:00,2010-01-17 02:15:00,1,1.48,-73.986748,40.725735,1,,-74.010507,40.729395,CAS,8.099999999999998,0.5,0.5,0.0,0.0,9.1
VTS,2010-01-12 21:50:00,2010-01-12 22:05:00,2,3.79,-73.98353,40.7711,1,,-74.00090799999998,40.723887,CAS,11.7,0.5,0.5,0.0,0.0,12.7
DDS,2010-01-12 18:17:44,2010-01-12 18:47:15,1,9.5,-73.96222,40.778967,1,,-73.98497299999998,40.760603,CRE,24.9,1.0,0.5,2.0,5.5,33.9
DDS,2010-01-08 11:44:24,2010-01-08 11:48:23,1,0.6999999999999998,-73.985667,40.73836,1,,-73.978807,40.751223,CAS,4.1,0.0,-1.0,0.0,0.0,4.6
CMT,2010-01-18 22:52:48,2010-01-18 22:59:14,1,1.4,-73.991442,40.750338,1,0,-73.985714,40.73612,Cre,6.1,0.5,0.5,1.06,0.0,8.16
CMT,2010-01-19 08:17:34,2010-01-19 08:21:27,1,0.8,-73.967875,40.787376,1,0,-73.976161,40.776152,Cas,4.5,0.0,0.5,0.0,0.0,5.0
VTS,2010-01-05 19:52:00,2010-01-05 19:56:00,2,0.28,-74.005347,40.727942,1,,-74.00385,40.729893,Cre,3.7,1.0,0.5,1.0,0.0,6.2
VTS,2010-01-05 14:45:00,2010-01-05 14:53:00,2,1.3,-73.97300699999998,40.790097,1,,-73.97637,40.775632,CAS,6.5,0.0,0.5,0.0,0.0,7.0
DDS,2010-01-01 22:28:50,2010-01-01 22:37:36,1,0.8,-73.962173,40.779333,1,,-73.980528,40.789208,CAS,5.7,0.5,-1.0,0.0,0.0,6.7
DDS,2010-01-08 22:15:38,2010-01-08 22:42:17,1,17.1,-73.993768,40.7417,1,,-73.982968,40.763512,CRE,45.0,0.0,-1.0,8.5,4.57,58.57
VTS,2010-01-22 06:53:00,2010-01-22 07:00:00,1,1.27,-73.991022,40.750468,1,,-73.97996,40.740513,CAS,5.7,0.0,0.5,0.0,0.0,6.2
VTS,2010-01-22 15:54:00,2010-01-22 15:58:00,2,0.8599999999999999,-74.010322,40.7119,1,,-74.010322,40.7119,CAS,4.9,0.0,0.5,0.0,0.0,5.4
VTS,2010-01-26 16:11:00,2010-01-26 16:16:00,1,0.92,-73.98211499999998,40.740285,1,,-73.984848,40.730572,CAS,4.9,1.0,0.5,0.0,0.0,6.4
DDS,2010-01-02 17:42:16,2010-01-02 17:48:23,4,0.9,-73.967213,40.761233,1,,-73.97264699999998,40.764702,CAS,5.3,0.5,-1.0,0.0,0.0,5.8
DDS,2010-01-07 10:53:41,2010-01-07 11:00:15,1,1.6,-73.983112,40.766725,1,,-73.978497,40.78559,CRE,6.1,0.0,-1.0,1.3,0.0,7.9
CMT,2010-01-14 21:31:16,2010-01-14 21:36:03,1,0.5,-73.984494,40.754217,1,0,-73.992286,40.753831,Cas,4.5,0.5,0.5,0.0,0.0,5.5
CMT,2010-01-11 07:48:09,2010-01-11 08:23:18,1,8.099999999999998,-73.913627,40.765765,1,0,-73.98367299999998,40.725867,Cas,23.7,0.0,0.5,0.0,0.0,24.2
CMT,2010-01-17 19:02:00,2010-01-17 19:07:27,1,1.1,-73.95320499999998,40.780164,1,0,-73.96447999999998,40.771419,Cas,5.3,0.0,0.5,0.0,0.0,5.8
CMT,2010-01-23 11:25:41,2010-01-23 11:36:01,1,2.1,-73.98239599999998,40.75143,1,0,-73.96034199999998,40.767911,Cas,8.099999999999998,0.0,0.5,0.0,0.0,8.599999999999998
CMT,2010-01-23 15:01:37,2010-01-23 15:11:22,5,1.9,-73.969668,40.790226,1,0,-73.980571,40.765563,Cre,7.7,0.0,0.5,1.23,0.0,9.43
CMT,2010-01-29 22:48:58,2010-01-29 22:55:43,2,1.5,-73.988304,40.727543,1,0,-73.975302,40.743667,Cre,6.1,0.5,0.5,1.0,0.0,8.099999999999998
CMT,2010-01-30 20:54:30,2010-01-30 21:03:07,1,1.2,-74.000197,40.725588,1,0,-74.002268,40.739626,Cas,6.5,0.5,0.5,0.0,0.0,7.5
CMT,2010-01-26 16:57:16,2010-01-26 17:04:53,1,1.3,-73.99285999999998,40.74273,1,0,-73.99784599999998,40.756338,Cre,6.1,1.0,0.5,1.14,0.0,8.74
CMT,2010-01-08 21:27:12,2010-01-08 21:47:22,1,3.9,-73.99226,40.758993,1,0,-73.986541,40.719512,Cas,13.7,0.5,0.5,0.0,0.0,14.7
CMT,2010-01-05 11:42:01,2010-01-05 11:59:26,2,4.3,-73.95249599999998,40.766292,1,0,-73.99470499999998,40.727744,Cas,14.1,0.0,0.5,0.0,0.0,14.6
CMT,2010-01-20 19:49:16,2010-01-20 20:11:23,1,4.4,-73.98337999999998,40.734188,1,0,-73.98381,40.780644,Cre,14.5,1.0,0.5,1.0,0.0,17.0
CMT,2010-01-14 11:57:28,2010-01-14 12:20:34,1,14.0,-73.78199999999998,40.644811,1,0,-73.94381799999998,40.620957,Cre,32.1,0.0,0.5,5.0,0.0,37.6
CMT,2010-01-26 19:15:03,2010-01-26 19:25:04,1,0.5999999999999999,-73.98408499999998,40.754536,1,0,-73.983873,40.74964,Cas,6.5,1.0,0.5,0.0,0.0,8.0
CMT,2010-01-12 07:00:44,2010-01-12 07:09:29,1,2.2,-73.949982,40.785558,1,1,-73.973411,40.764781,Cre,8.099999999999998,0.0,0.5,1.72,0.0,10.32
CMT,2010-01-13 15:20:18,2010-01-13 15:23:48,1,0.9,-73.976363,40.765122,1,0,-73.969031,40.774397,Cas,4.5,0.0,0.5,0.0,0.0,5.0
CMT,2010-01-26 19:16:00,2010-01-26 19:20:20,1,1.1,-74.00865299999998,40.719547,1,0,-74.006597,40.735748,Cas,4.9,1.0,0.5,0.0,0.0,6.4
CMT,2010-01-22 10:00:59,2010-01-22 10:08:59,1,1.7,-73.99019,40.771885,1,0,-73.97324899999998,40.791919,Cas,7.3,0.0,0.5,0.0,0.0,7.8
DDS,2010-01-18 18:39:46,2010-01-18 18:53:17,4,2.1,-73.992233,40.734493,1,,-73.99252199999998,40.66229,CAS,8.5,0.0,0.5,0.0,0.0,9.0
CMT,2010-01-23 22:17:10,2010-01-23 22:35:25,1,5.9,-73.95126299999998,40.777764,1,0,-74.006442,40.739737,Cre,16.9,0.5,0.5,2.0,0.0,19.9
CMT,2010-01-26 09:32:57,2010-01-26 09:36:12,1,0.5,-73.95373499999998,40.785284,1,0,-73.954802,40.778704,Cas,4.1,0.0,0.5,0.0,0.0,4.6
CMT,2010-01-17 14:11:52,2010-01-17 14:25:51,1,3.1,-73.98846799999998,40.727247,1,0,-73.995675,40.695038,Cas,10.9,0.0,0.5,0.0,0.0,11.4
CMT,2010-01-17 03:15:13,2010-01-17 03:23:21,1,2.6,-73.981342,40.725139,1,0,-73.962839,40.75784,Cre,8.5,0.5,0.5,1.42,0.0,10.92
CMT,2010-01-04 23:13:06,2010-01-04 23:21:22,1,2.3,-73.973551,40.756709,1,0,-73.97566399999998,40.731064,Cas,8.099999999999998,0.5,0.5,0.0,0.0,9.1
CMT,2010-01-11 11:57:16,2010-01-11 12:03:00,2,0.9,-73.99790799999998,40.741012,1,0,-74.008297,40.737521,Cre,5.3,0.0,0.5,0.87,0.0,6.67
CMT,2010-01-05 21:44:30,2010-01-05 21:47:52,1,0.5999999999999999,-74.002177,40.721427,1,0,-74.006178,40.720267,Cre,4.1,0.5,0.5,1.02,0.0,6.12
CMT,2010-01-23 10:50:41,2010-01-23 10:58:05,1,2.4,-73.98899199999998,40.734053,1,0,-73.966751,40.761395,Cas,7.3,0.0,0.5,0.0,0.0,7.8
CMT,2010-01-14 10:49:49,2010-01-14 10:58:41,1,1.7,-73.95383099999998,40.784995,1,0,-73.97849499999998,40.788012,Cas,7.7,0.0,0.5,0.0,0.0,8.199999999999998
CMT,2010-01-29 09:36:05,2010-01-29 10:01:45,2,10.3,-73.987351,40.752133,1,0,-73.865295,40.770767,Cas,26.5,0.0,0.5,0.0,4.57,31.57
CMT,2010-01-30 23:16:55,2010-01-30 23:19:48,1,0.1,-73.994836,40.750134,1,0,-73.993334,40.751794,Cas,3.3,0.5,0.5,0.0,0.0,4.3
CMT,2010-01-15 17:25:58,2010-01-15 17:28:59,1,0.2999999999999999,-73.948977,40.781843,1,0,-73.953902,40.781219,Cas,3.7,1.0,0.5,0.0,0.0,5.2
CMT,2010-01-24 00:06:29,2010-01-24 00:21:55,1,4.7,-73.965522,40.769306,1,0,-73.949658,40.82243,Cas,13.3,0.5,0.5,0.0,0.0,14.3
CMT,2010-01-17 01:01:41,2010-01-17 01:21:08,1,6.7,-74.002126,40.750695,1,0,-74.002447,40.677249,Cas,18.5,0.5,0.5,0.0,0.0,19.5
DDS,2010-01-11 10:10:39,2010-01-11 10:23:23,1,0.5,-73.985967,40.75635,1,,-73.984207,40.742905,CAS,7.3,0.0,0.5,0.0,0.0,7.8
CMT,2010-01-29 11:13:51,2010-01-29 11:20:04,1,0.9,-73.975296,40.744381,1,0,-73.972858,40.752798,Cas,5.3,0.0,0.5,0.0,0.0,5.8
CMT,2010-01-18 17:39:11,2010-01-18 17:42:01,1,0.2,-73.955888,40.7797,1,0,-73.95912099999998,40.777899,Cas,3.7,0.0,0.5,0.0,0.0,4.2
CMT,2010-01-18 16:50:42,2010-01-18 16:54:59,2,1.5,-73.96902,40.758545,1,0,-73.953788,40.778639,Cre,5.7,0.0,0.5,1.8,0.0,8.0
CMT,2010-01-15 13:49:04,2010-01-15 14:01:12,2,3.4,-73.99015199999998,40.731689,1,0,-73.95676299999998,40.744726,Cas,10.5,0.0,0.5,0.0,5.0,16.0
CMT,2010-01-24 12:20:09,2010-01-24 12:40:06,1,3.9,-73.97365399999998,40.779652,1,0,-74.006629,40.735011,Cre,13.3,0.0,0.5,2.07,0.0,15.87
CMT,2010-01-17 18:03:23,2010-01-17 18:17:13,1,2.1,-73.948828,40.774041,1,0,-73.979949,40.786281,Cas,9.3,0.0,0.5,0.0,0.0,9.8
CMT,2010-01-18 14:05:06,2010-01-18 14:43:04,1,17.4,-73.97784799999998,40.764466,1,0,-73.776307,40.645424,Cre,45.0,0.0,0.5,6.82,0.0,52.32
VTS,2010-01-10 16:43:00,2010-01-10 16:47:00,1,1.2,-73.954707,40.789287,1,,-73.96515999999998,40.775022,CAS,4.9,0.0,0.5,0.0,0.0,5.4
VTS,2010-01-19 22:10:00,2010-01-19 22:21:00,2,2.11,-74.004017,40.747888,1,,-73.983267,40.728268,CAS,8.099999999999998,0.5,0.5,0.0,0.0,9.1
VTS,2010-01-19 23:14:00,2010-01-19 23:17:00,1,1.24,-73.993357,40.767778,1,,-74.00444799999998,40.752312,CAS,4.9,0.5,0.5,0.0,0.0,5.9
CMT,2010-01-24 19:19:14,2010-01-24 19:47:34,1,10.5,-73.993503,40.749772,1,0,-74.02795399999998,40.638872,Cre,26.1,0.0,0.5,5.32,0.0,31.92
VTS,2010-01-27 11:16:00,2010-01-27 11:29:00,1,1.61,0.0,0.0,1,,0.0,0.0,CAS,7.7,0.0,0.5,0.0,0.0,8.199999999999998
VTS,2010-01-20 08:09:00,2010-01-20 08:12:00,1,0.44,0.0,0.0,1,,0.0,0.0,CAS,3.7,0.0,0.5,0.0,0.0,4.2
VTS,2010-01-27 07:03:00,2010-01-27 07:10:00,1,1.08,-73.989445,40.757522,1,,-73.974743,40.752793,CAS,5.7,0.0,0.5,0.0,0.0,6.2
DDS,2010-01-21 20:05:21,2010-01-21 20:14:42,1,2.1,-73.961797,40.765127,1,,-73.951318,40.779158,CAS,7.7,0.5,0.5,0.0,0.0,8.699999999999998
VTS,2010-01-14 22:14:00,2010-01-14 22:21:00,1,1.75,-73.963058,40.75838,1,,-73.977017,40.744247,Cre,6.9,0.5,0.5,1.5,0.0,9.4
VTS,2010-01-11 20:31:00,2010-01-11 20:43:00,1,2.55,-73.971817,40.760708,1,,-73.99813299999998,40.737965,Cre,8.9,0.5,0.5,2.0,0.0,11.9
VTS,2010-01-13 00:34:00,2010-01-13 00:39:00,1,1.6,-73.99092299999998,40.728193,1,,-73.976185,40.748275,CAS,5.7,0.5,0.5,0.0,0.0,6.7
DDS,2010-01-29 10:26:01,2010-01-29 10:42:09,1,1.6,-73.973313,40.763628,1,,-73.94914199999998,40.77833,CRE,9.3,0.0,0.5,1.0,0.0,10.8
VTS,2010-01-07 11:07:00,2010-01-07 11:25:00,1,8.97,-73.954837,40.769583,1,,-73.861872,40.76845,Cre,20.9,0.0,0.5,4.18,4.57,30.15
CMT,2010-01-17 13:40:02,2010-01-17 13:55:39,2,3.6,-73.979371,40.677981,1,0,-74.007101,40.705278,Cas,11.7,0.0,0.5,0.0,0.0,12.2
VTS,2010-01-11 14:06:00,2010-01-11 14:23:00,2,3.74,-73.991072,40.735087,1,,-73.980728,40.777272,CAS,12.1,0.0,0.5,0.0,0.0,12.6
VTS,2010-01-11 07:26:00,2010-01-11 07:35:00,5,1.49,-73.98569,40.722087,1,,-73.990482,40.737063,CAS,6.9,0.0,0.5,0.0,0.0,7.4
VTS,2010-01-03 21:22:00,2010-01-03 21:30:00,1,2.1,-73.983782,40.760818,1,,-73.984127,40.738292,Cre,7.3,0.5,0.5,1.5,0.0,9.8
VTS,2010-01-25 18:36:00,2010-01-25 18:37:00,1,0.4,-73.946788,40.7887,1,,-73.94311999999998,40.793792,CAS,3.3,1.0,0.5,0.0,0.0,4.8
VTS,2010-01-25 23:12:00,2010-01-25 23:22:00,5,4.04,-73.94825299999998,40.797975,1,,-73.99069699999998,40.757687,CAS,10.9,0.5,0.5,0.0,0.0,11.9
DDS,2010-01-02 15:50:39,2010-01-02 16:05:18,3,2.9,-74.012163,40.703412,1,,-74.009557,40.701965,CAS,10.5,0.0,-1.0,0.0,0.0,11.0
VTS,2010-01-03 21:34:00,2010-01-03 21:52:00,2,7.309999999999999,-73.789705,40.643892,1,,-73.828725,40.704117,CAS,19.3,0.5,0.5,0.0,0.0,20.3
VTS,2010-01-18 16:46:00,2010-01-18 16:48:00,1,0.4799999999999999,-73.95666699999998,40.780828,1,,-73.961785,40.776272,CAS,3.7,0.0,0.5,0.0,0.0,4.2
VTS,2010-01-19 13:08:00,2010-01-19 13:32:00,1,3.63,-73.982847,40.751683,1,,-73.998362,40.723175,CAS,14.5,0.0,0.5,0.0,0.0,15.0
VTS,2010-01-27 11:32:00,2010-01-27 11:45:00,5,5.83,-73.98519799999998,40.741902,1,,-74.01523,40.711492,Cre,15.3,0.0,0.5,3.06,0.0,18.86
VTS,2010-01-27 17:40:00,2010-01-27 17:52:00,5,2.37,-74.003895,40.725682,1,,-73.996333,40.753365,CAS,8.9,1.0,0.5,0.0,0.0,10.4
VTS,2010-01-01 05:58:00,2010-01-01 06:19:00,1,7.79,-73.982453,40.777033,1,,-73.97096,40.693453,Cre,19.7,0.5,0.5,5.05,0.0,25.75
VTS,2010-01-19 15:22:00,2010-01-19 15:31:00,2,0.92,-73.958982,40.774768,1,,-73.96561199999998,40.76334,CAS,5.7,0.0,0.5,0.0,0.0,6.2
VTS,2010-01-15 00:38:00,2010-01-15 00:53:00,1,3.52,-73.984263,40.742962,1,,-73.960633,40.77754,Cre,11.7,0.5,0.5,1.0,0.0,13.7
VTS,2010-01-09 17:25:00,2010-01-09 17:30:00,1,1.54,-73.977433,40.74635,1,,-73.96333799999998,40.7658,CAS,6.1,0.0,0.5,0.0,0.0,6.6
VTS,2010-01-09 17:21:00,2010-01-09 17:23:00,1,0.39,-73.969885,40.76861,1,,-73.97338999999998,40.76395,CAS,3.7,0.0,0.5,0.0,0.0,4.2
VTS,2010-01-19 10:51:00,2010-01-19 11:15:00,2,9.79,-73.9869,40.75818,1,,-73.87102299999998,40.774165,CAS,36.5,0.0,0.5,0.0,4.57,41.57
VTS,2010-01-20 19:03:00,2010-01-20 19:13:00,3,0.92,-73.96699499999998,40.766597,1,,-73.979042,40.76678,CAS,6.9,1.0,0.5,0.0,0.0,8.4
VTS,2010-01-25 01:11:00,2010-01-25 01:18:00,5,1.64,-73.98249199999998,40.763107,1,,-73.98815299999998,40.777717,Cre,6.5,0.5,0.5,2.0,0.0,9.5
VTS,2010-01-20 19:47:00,2010-01-20 20:00:00,1,1.99,-73.985518,40.75934,1,,-74.002547,40.73423,CAS,8.9,1.0,0.5,0.0,0.0,10.4
VTS,2010-01-20 08:49:00,2010-01-20 08:55:00,1,0.66,-73.984268,40.770523,1,,-73.981125,40.765052,CAS,4.9,0.0,0.5,0.0,0.0,5.4
VTS,2010-01-26 16:55:00,2010-01-26 16:58:00,2,0.55,-73.984218,40.760053,1,,-73.978453,40.762787,CAS,3.7,1.0,0.5,0.0,0.0,5.2
VTS,2010-01-19 12:12:00,2010-01-19 12:40:00,2,16.43,-73.788645,40.641417,1,,-73.834528,40.846427,CAS,36.1,0.0,0.5,0.0,4.57,41.17
VTS,2010-01-01 04:21:00,2010-01-01 04:30:00,2,1.05,-73.98267699999998,40.731207,1,,-73.98894199999998,40.720637,CAS,6.5,0.5,0.5,0.0,0.0,7.5
VTS,2010-01-27 15:32:00,2010-01-27 15:37:00,1,0.79,-73.97447699999998,40.762288,1,,-73.968512,40.755058,CAS,4.5,0.0,0.5,0.0,0.0,5.0
VTS,2010-01-27 23:50:00,2010-01-27 23:57:00,1,2.32,0.0,0.0,1,,0.0,0.0,CAS,7.7,0.5,0.5,0.0,0.0,8.699999999999998
VTS,2010-01-12 08:46:00,2010-01-12 08:55:00,1,1.07,-73.97618,40.765447,1,,-73.97093499999998,40.756167,Cre,6.5,0.0,0.5,1.4,0.0,8.4
VTS,2010-01-15 22:39:00,2010-01-15 22:47:00,1,1.44,-73.99867,40.719807,1,,-74.000628,40.735798,CAS,6.5,0.5,0.5,0.0,0.0,7.5
VTS,2010-01-25 14:31:00,2010-01-25 14:48:00,1,3.66,-73.967607,40.803045,1,,-73.990117,40.759035,Cre,12.1,0.0,0.5,2.0,0.0,14.6
CMT,2010-01-01 08:34:52,2010-01-01 08:39:48,1,1.0,-73.976434,40.749376,1,0,-73.983191,40.758289,Cas,5.3,0.0,0.5,0.0,0.0,5.8
VTS,2010-01-26 10:11:00,2010-01-26 10:31:00,5,2.19,0.0,0.0,1,,0.0,0.0,Cre,11.3,0.0,0.5,1.5,0.0,13.3
VTS,2010-01-26 15:11:00,2010-01-26 15:19:00,1,1.21,-73.982093,40.746692,1,,-73.97959,40.759903,CAS,6.5,0.0,0.5,0.0,0.0,7.0
CMT,2010-01-08 09:49:23,2010-01-08 09:59:21,1,1.1,-73.990604,40.745475,1,0,-73.979319,40.736657,Cre,6.9,0.0,0.5,1.11,0.0,8.51
CMT,2010-01-02 16:57:24,2010-01-02 17:01:54,1,0.8,-73.992655,40.74857,1,0,-74.001889,40.745064,Cas,4.5,0.0,0.5,0.0,0.0,5.0
VTS,2010-01-25 17:20:00,2010-01-25 17:25:00,1,1.09,-73.97748199999998,40.742603,1,,-73.988428,40.731448,CAS,4.9,1.0,0.5,0.0,0.0,6.4
CMT,2010-01-12 18:04:01,2010-01-12 18:16:59,2,6.8,-73.863336,40.769691,1,0,-73.941275,40.724142,Cre,16.5,1.0,0.5,2.7,0.0,20.7
VTS,2010-01-26 17:43:00,2010-01-26 17:45:00,1,0.31,-73.98327999999998,40.72659,1,,-73.98603699999998,40.722673,CAS,3.3,1.0,0.5,0.0,0.0,4.8
CMT,2010-01-11 19:54:55,2010-01-11 19:59:49,1,1.2,-73.97914299999998,40.763369,1,0,-73.99165999999998,40.750423,Cas,5.3,1.0,0.5,0.0,0.0,6.8
CMT,2010-01-06 17:14:18,2010-01-06 17:25:53,1,2.1,0.0,0.0,1,0,0.0,0.0,Cas,8.5,1.0,0.5,0.0,0.0,10.0
VTS,2010-01-14 23:41:00,2010-01-14 23:44:00,2,0.6999999999999998,-73.95413,40.779037,1,,-73.95678499999998,40.785822,CAS,4.1,0.5,0.5,0.0,0.0,5.1
VTS,2010-01-05 13:07:00,2010-01-05 13:37:00,1,4.89,-74.00635,40.73949,1,,-73.987812,40.688915,CAS,18.5,0.0,0.5,0.0,0.0,19.0
VTS,2010-01-26 18:40:00,2010-01-26 18:56:00,2,2.24,-73.998113,40.756002,1,,-73.998113,40.756002,Cre,10.1,1.0,0.5,1.5,0.0,13.1
CMT,2010-01-08 10:21:52,2010-01-08 10:25:47,1,0.5999999999999999,-73.98071,40.758913,1,0,-73.970369,40.762291,Cas,4.1,0.0,0.5,0.0,0.0,4.6
CMT,2010-01-29 08:47:04,2010-01-29 08:55:45,1,1.3,-73.996921,40.722772,1,0,-73.992074,40.737954,Cas,6.9,0.0,0.5,0.0,0.0,7.4
VTS,2010-01-04 23:10:00,2010-01-04 23:33:00,3,10.82,-73.989265,40.755367,1,,-73.826182,40.759247,CAS,26.5,0.5,0.5,0.0,0.0,27.5
VTS,2010-01-20 08:28:00,2010-01-20 08:40:00,1,1.99,-73.978345,40.752193,1,,-73.99208,40.738215,CAS,8.5,0.0,0.5,0.0,0.0,9.0
CMT,2010-01-06 17:30:50,2010-01-06 17:41:31,1,1.9,-73.94678299999998,40.772376,1,0,-73.96986699999998,40.759972,Cas,7.7,1.0,0.5,0.0,0.0,9.2
VTS,2010-01-27 14:25:00,2010-01-27 14:36:00,2,2.11,-73.97981,40.765438,1,,-73.965355,40.790575,CAS,8.5,0.0,0.5,0.0,0.0,9.0
CMT,2010-01-07 20:26:08,2010-01-07 20:35:51,1,1.3,-73.976459,40.739699,1,0,-73.991854,40.748816,Cas,6.5,0.5,0.5,0.0,0.0,7.5
CMT,2010-01-08 23:40:11,2010-01-08 23:46:15,2,1.3,-73.965569,40.758684,1,0,-73.962811,40.773283,Cas,6.1,0.5,0.5,0.0,0.0,7.1
CMT,2010-01-08 08:21:00,2010-01-08 08:32:05,1,2.1,-73.983924,40.721243,1,0,-73.986704,40.743464,Cas,8.099999999999998,0.0,0.5,0.0,0.0,8.599999999999998
VTS,2010-01-27 19:43:00,2010-01-27 19:48:00,1,0.7299999999999999,-73.94682,40.772702,1,,-73.955218,40.777328,CAS,4.5,1.0,0.5,0.0,0.0,6.0
VTS,2010-01-27 18:02:00,2010-01-27 18:20:00,5,2.31,-73.966425,40.758193,1,,-73.99182299999998,40.738403,Cre,10.9,1.0,0.5,2.0,0.0,14.4
VTS,2010-01-11 15:55:00,2010-01-11 16:06:00,1,1.66,-73.99485199999998,40.739785,1,,-73.99375999999998,40.72112,CAS,7.7,0.0,0.5,0.0,0.0,8.199999999999998
VTS,2010-01-15 14:54:00,2010-01-15 15:04:00,5,1.51,-73.98152299999998,40.737168,1,,-74.003692,40.740253,CAS,7.3,0.0,0.5,0.0,0.0,7.8
CMT,2010-01-06 08:55:16,2010-01-06 09:06:38,1,1.3,-73.98990399999998,40.756239,1,0,-73.99370899999998,40.769691,Cas,7.7,0.0,0.5,0.0,0.0,8.199999999999998
CMT,2010-01-08 09:10:20,2010-01-08 09:14:30,1,0.8,-73.978586,40.74842,1,0,-73.987083,40.739421,Cas,4.5,0.0,0.5,0.0,0.0,5.0
CMT,2010-01-07 18:00:53,2010-01-07 18:09:39,1,1.5,-73.982732,40.754665,1,0,-73.99391,40.741303,Cas,6.9,1.0,0.5,0.0,0.0,8.4
CMT,2010-01-02 11:41:33,2010-01-02 11:50:06,1,1.7,-73.959062,40.78346,1,1,-73.975441,40.760543,Cas,7.3,0.0,0.5,0.0,0.0,7.8
CMT,2010-01-08 11:39:39,2010-01-08 11:43:32,1,0.8,-74.006003,40.736068,1,0,-73.995889,40.738853,Cre,4.5,0.0,0.5,0.0,0.0,5.0
CMT,2010-01-08 08:49:43,2010-01-08 09:02:45,1,2.2,-73.991016,40.733239,1,0,-73.977174,40.758983,Cas,8.9,0.0,0.5,0.0,0.0,9.4
CMT,2010-01-07 12:35:51,2010-01-07 12:42:32,1,1.3,-73.974511,40.736646,1,0,-73.98531699999998,40.746717,Cas,5.7,0.0,0.5,0.0,0.0,6.2
CMT,2010-01-01 02:21:35,2010-01-01 02:29:23,1,2.0,-73.98564,40.674249,1,0,-74.001889,40.674861,Cas,7.3,0.5,0.5,0.0,0.0,8.3
CMT,2010-01-03 01:08:47,2010-01-03 01:17:10,2,2.0,-73.97644099999998,40.744293,1,0,-73.970393,40.752898,Cas,7.7,0.5,0.5,0.0,0.0,8.699999999999998
CMT,2010-01-13 13:53:02,2010-01-13 13:55:58,1,0.5,-73.98560399999998,40.755821,1,0,-73.990661,40.750134,Cas,3.7,0.0,0.5,0.0,0.0,4.2
VTS,2010-01-28 00:05:00,2010-01-28 00:14:00,1,2.29,-73.981098,40.730798,1,,-74.002082,40.75062,CAS,8.5,0.5,0.5,0.0,0.0,9.5
CMT,2010-01-07 18:44:53,2010-01-07 18:47:10,1,0.5,-73.98119099999998,40.76414,1,0,-73.98618999999998,40.757238,Cas,3.7,1.0,0.5,0.0,0.0,5.2
VTS,2010-01-11 00:06:00,2010-01-11 00:08:00,1,0.28,-74.008888,40.703955,1,,-74.013005,40.703007,CAS,3.3,0.5,0.5,0.0,0.0,4.3
