vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,rate_code,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount
VTS,2010-01-14 21:24:00,2010-01-14 21:50:00,1,6.38,-73.97753,40.758822,1,,-73.997415,40.679243,Cre,18.1,0.5,0.5,3.72,0.0,22.82
VTS,2010-01-15 12:02:00,2010-01-15 12:13:00,1,0.75,-73.97654199999998,40.744175,1,,-73.981297,40.751695,CAS,6.9,0.0,0.5,0.0,0.0,7.4
DDS,2010-01-01 04:00:40,2010-01-01 04:07:10,1,1.3,-73.986725,40.770015,1,,-73.98544699999998,40.76823,CAS,5.7,0.5,-1.0,0.0,0.0,6.7
VTS,2010-01-01 20:09:00,2010-01-01 20:18:00,4,1.25,-73.96215999999998,40.763563,1,,-73.98073999999998,40.76467,CAS,6.5,0.5,0.5,0.0,0.0,7.5
VTS,2010-01-20 13:04:00,2010-01-20 13:11:00,5,0.7399999999999999,-73.984317,40.759857,1,,-73.99307299999998,40.754498,CAS,5.3,0.0,0.5,0.0,0.0,5.8
DDS,2010-01-05 19:09:26,2010-01-05 19:26:50,1,2.7,-73.999047,40.727962,1,,-73.989868,40.740862,CRE,11.3,1.0,-1.0,2.55,0.0,15.35
VTS,2010-01-29 09:11:00,2010-01-29 09:30:00,1,2.79,-73.96763,40.76471,1,,-73.990955,40.74744,Cre,11.3,0.0,0.5,2.0,0.0,13.8
VTS,2010-01-21 11:31:00,2010-01-21 11:42:00,1,3.78,-73.96476699999998,40.775743,1,,-74.00619,40.749463,CAS,10.9,0.0,0.5,0.0,0.0,11.4
VTS,2010-01-26 21:18:00,2010-01-26 21:20:00,2,0.32,-73.98541,40.739923,1,,-73.99020799999998,40.7418,CAS,3.3,0.5,0.5,0.0,0.0,4.3
VTS,2010-01-21 13:02:00,2010-01-21 13:17:00,1,3.64,-73.96465,40.683127,1,,-73.997155,40.722098,CAS,11.7,0.0,0.5,0.0,0.0,12.2
CMT,2010-01-26 17:30:33,2010-01-26 17:35:24,1,0.6999999999999998,-73.97583199999998,40.763731,1,0,-73.96808799999998,40.765175,Cre,4.5,1.0,0.5,1.0,0.0,7.0
VTS,2010-01-31 16:57:00,2010-01-31 17:11:00,1,2.61,-73.962147,40.779193,1,,-73.989958,40.76067,CAS,10.1,0.0,0.5,0.0,0.0,10.6
DDS,2010-01-07 13:12:35,2010-01-07 13:15:30,1,0.2999999999999999,-74.000963,40.730853,1,,-73.976608,40.764882,CAS,3.3,0.0,-1.0,0.0,0.0,3.8
CMT,2010-01-20 18:15:13,2010-01-20 18:28:36,1,2.2,-74.004113,40.747732,1,0,-73.99430499999998,40.72491,Cre,9.3,1.0,0.5,1.2,0.0,12.0
CMT,2010-01-20 22:17:39,2010-01-20 22:19:52,1,0.4,-73.967866,40.802772,1,0,-73.970889,40.796167,Cas,3.7,0.5,0.5,0.0,0.0,4.7
VTS,2010-01-02 13:54:00,2010-01-02 14:05:00,1,2.38,-73.978018,40.762868,1,,-73.971933,40.791923,CAS,8.9,0.0,0.5,0.0,0.0,9.4
VTS,2010-01-31 11:11:00,2010-01-31 11:38:00,1,7.57,-73.95873299999998,40.764047,1,,-73.875738,40.735222,CAS,21.3,0.0,0.5,0.0,0.0,21.8
VTS,2010-01-17 07:04:00,2010-01-17 07:24:00,2,10.29,-73.991348,40.738942,1,,-73.93846499999998,40.842065,CAS,24.9,0.0,0.5,0.0,0.0,25.4
VTS,2010-01-14 01:48:00,2010-01-14 01:56:00,1,2.87,-73.991747,40.726913,1,,-73.963893,40.713982,CAS,8.9,0.5,0.5,0.0,0.0,9.9
VTS,2010-01-19 00:28:00,2010-01-19 00:56:00,2,8.21,-73.965777,40.805742,1,,-74.006832,40.708318,CAS,22.9,0.5,0.5,0.0,0.0,23.9
CMT,2010-01-28 23:18:54,2010-01-28 23:33:34,3,4.5,-74.00192599999998,40.726538,1,0,-73.956704,40.771223,Cas,12.9,0.5,0.5,0.0,0.0,13.9
CMT,2010-01-01 03:58:56,2010-01-01 04:11:00,1,3.0,-73.986069,40.740201,1,0,-73.984882,40.768463,Cre,10.1,0.5,0.5,1.66,0.0,12.76
VTS,2010-01-13 17:15:00,2010-01-13 17:37:00,1,7.66,-73.86273799999998,40.768965,1,,-73.80758,40.700233,Cre,19.3,1.0,0.5,4.06,0.0,24.86
VTS,2010-01-17 12:43:00,2010-01-17 12:53:00,2,2.25,-73.947928,40.782958,1,,-73.971298,40.80068,CAS,8.5,0.0,0.5,0.0,0.0,9.0
CMT,2010-01-23 09:48:49,2010-01-23 09:58:07,2,2.0,-73.955825,40.781498,1,0,-73.95943099999998,40.758643,Cas,8.099999999999998,0.0,0.5,0.0,0.0,8.599999999999998
VTS,2010-01-08 09:52:00,2010-01-08 10:15:00,1,9.72,-73.986598,40.746617,1,,-73.86197199999998,40.768512,Cre,24.1,0.0,0.5,6.02,4.57,35.19
VTS,2010-01-13 19:26:00,2010-01-13 19:36:00,3,1.27,-73.97441999999998,40.761327,1,,-73.98769799999998,40.757507,CAS,6.9,1.0,0.5,0.0,0.0,8.4
VTS,2010-01-31 11:30:00,2010-01-31 11:35:00,5,1.96,-73.97950199999998,40.754055,1,,-73.960657,40.778338,CAS,6.5,0.0,0.5,0.0,0.0,7.0
VTS,2010-01-15 07:12:00,2010-01-15 07:17:00,5,1.92,-73.96615,40.79478,1,,-73.98233299999998,40.771128,CAS,6.5,0.0,0.5,0.0,0.0,7.0
VTS,2010-01-22 01:35:00,2010-01-22 01:45:00,5,2.56,-73.990767,40.760877,1,,-73.992197,40.733595,Cre,8.5,0.5,0.5,1.0,0.0,10.5
CMT,2010-01-23 19:24:15,2010-01-23 19:36:20,1,4.6,-73.98008199999998,40.676987,1,0,-73.94511099999998,40.721665,Cas,12.9,0.0,0.5,0.0,0.0,13.4
VTS,2010-01-31 14:36:00,2010-01-31 14:43:00,1,1.99,-73.97784199999998,40.766592,1,,-73.95906999999998,40.783418,Cre,6.9,0.0,0.5,2.0,0.0,9.4
VTS,2010-01-31 14:42:00,2010-01-31 14:48:00,2,1.46,-73.988932,40.744535,1,,-73.995135,40.727333,CAS,5.7,0.0,0.5,0.0,0.0,6.2
VTS,2010-01-08 18:48:00,2010-01-08 18:54:00,4,1.11,-73.98816499999998,40.749143,1,,-73.983788,40.761653,CAS,5.3,1.0,0.5,0.0,0.0,6.8
VTS,2010-01-26 10:16:00,2010-01-26 10:55:00,1,10.66,-73.97969999999998,40.785895,1,,-73.98409499999998,40.763158,Cre,28.5,0.0,0.5,5.7,0.0,34.7
DDS,2010-01-15 16:41:56,2010-01-15 16:45:31,1,0.5999999999999999,-73.98515299999998,40.747852,1,,-73.931878,40.770538,CAS,4.1,1.5,0.0,0.0,0.0,5.6
DDS,2010-01-16 16:55:19,2010-01-16 17:13:59,1,4.1,-73.979528,40.78155,1,,-73.97437999999998,40.788393,CAS,12.9,0.0,0.5,0.0,0.0,13.4
VTS,2010-01-03 14:33:00,2010-01-03 14:47:00,1,1.57,-73.954728,40.76582,1,,-73.97605299999998,40.765588,CAS,8.5,0.0,0.5,0.0,0.0,9.0
VTS,2010-01-17 20:37:00,2010-01-17 20:42:00,1,0.87,-73.996418,40.738168,1,,-74.001203,40.746505,CAS,4.9,0.5,0.5,0.0,0.0,5.9
VTS,2010-01-31 17:45:00,2010-01-31 17:50:00,5,1.35,-73.97870799999998,40.741007,1,,-73.98443299999998,40.726467,CAS,5.7,0.0,0.5,0.0,0.0,6.2
VTS,2010-01-31 19:36:00,2010-01-31 19:41:00,5,0.89,-73.98328999999998,40.741568,1,,-73.994673,40.7454,CAS,4.9,0.0,0.5,0.0,0.0,5.4
VTS,2010-01-08 22:35:00,2010-01-08 22:39:00,5,0.8299999999999998,-73.99993499999998,40.721785,1,,-74.00977299999998,40.720082,Cre,4.5,0.5,0.5,1.0,0.0,6.5
VTS,2010-01-15 09:20:00,2010-01-15 09:33:00,1,0.22,-73.974743,40.783152,1,,-73.972148,40.7634,Cre,9.3,0.0,0.5,2.0,0.0,11.8
VTS,2010-01-26 10:50:00,2010-01-26 11:01:00,3,1.84,-73.9303,40.810035,1,,-73.931903,40.813203,CAS,8.099999999999998,0.0,0.5,0.0,0.0,8.599999999999998
VTS,2010-01-18 11:14:00,2010-01-18 11:19:00,1,0.62,-73.990903,40.760787,1,,-73.992878,40.753718,Cre,4.5,0.0,0.5,1.5,0.0,6.5
VTS,2010-01-09 00:06:00,2010-01-09 00:16:00,5,2.41,-73.996902,40.715782,1,,-73.999063,40.743703,CAS,8.099999999999998,0.5,0.5,0.0,0.0,9.1
VTS,2010-01-19 10:17:00,2010-01-19 10:22:00,1,0.37,-73.982,40.768763,1,,-73.981215,40.764465,CAS,4.1,0.0,0.5,0.0,0.0,4.6
DDS,2010-01-22 10:16:35,2010-01-22 10:23:26,1,0.5,-73.98737699999998,40.733378,1,,-73.98756199999998,40.743797,CAS,4.9,0.0,0.5,0.0,0.0,5.4
VTS,2010-01-22 09:09:00,2010-01-22 09:16:00,1,0.91,-73.988493,40.747292,1,,-73.980227,40.757215,CAS,5.7,0.0,0.5,0.0,0.0,6.2
VTS,2010-01-26 22:50:00,2010-01-26 22:55:00,1,1.25,-73.95860299999998,40.771457,1,,-73.96760999999998,40.763083,CAS,5.3,0.5,0.5,0.0,0.0,6.3
VTS,2010-01-19 10:43:00,2010-01-19 10:47:00,1,0.57,-73.955402,40.77938,1,,-73.947895,40.774887,CAS,4.5,0.0,0.5,0.0,0.0,5.0
VTS,2010-01-14 21:13:00,2010-01-14 21:46:00,3,11.01,-73.955692,40.772238,1,,-73.98162999999998,40.662728,Cre,28.1,0.5,0.5,5.72,0.0,34.82
VTS,2010-01-31 17:39:00,2010-01-31 17:53:00,1,2.44,-73.97095,40.78941,1,,-73.98241299999998,40.758132,Cre,10.1,0.0,0.5,2.0,0.0,12.6
VTS,2010-01-05 14:55:00,2010-01-05 14:57:00,1,0.6099999999999999,-73.993638,40.743185,1,,-73.98804199999998,40.73802,Cre,3.7,0.0,0.5,2.0,0.0,6.2
VTS,2010-01-25 08:37:00,2010-01-25 08:46:00,1,1.09,-73.96329699999998,40.774588,1,,-73.97032699999998,40.764318,CAS,6.5,0.0,0.5,0.0,0.0,7.0
VTS,2010-01-07 08:38:00,2010-01-07 08:43:00,1,0.96,-73.99552,40.73258,1,,-74.007002,40.727357,Cre,4.9,0.0,0.5,2.0,0.0,7.4
VTS,2010-01-18 10:03:00,2010-01-18 10:11:00,2,1.06,-73.97501699999998,40.756708,1,,-73.977417,40.759397,CAS,6.1,0.0,0.5,0.0,0.0,6.6
VTS,2010-01-22 07:37:00,2010-01-22 07:50:00,1,2.79,-74.003682,40.747713,1,,-74.01531699999998,40.714142,CAS,10.5,0.0,0.5,0.0,0.0,11.0
VTS,2010-01-24 15:28:00,2010-01-24 15:38:00,1,2.45,-73.97929,40.781655,1,,-73.950328,40.792695,CAS,8.5,0.0,0.5,0.0,0.0,9.0
VTS,2010-01-07 15:41:00,2010-01-07 15:53:00,2,1.73,-73.959998,40.771182,1,,-73.97624,40.775915,CAS,8.099999999999998,0.0,0.5,0.0,0.0,8.599999999999998
VTS,2010-01-23 02:57:00,2010-01-23 03:00:00,5,0.56,-73.983738,40.767005,1,,-73.989725,40.762322,CAS,3.7,0.5,0.5,0.0,0.0,4.7
VTS,2010-01-10 18:50:00,2010-01-10 18:58:00,1,1.38,-73.975842,40.760738,1,,-73.990273,40.748222,CAS,6.1,0.0,0.5,0.0,0.0,6.6
VTS,2010-01-31 19:09:00,2010-01-31 19:25:00,5,2.92,-73.99499,40.759193,1,,-73.994163,40.732932,CAS,10.5,0.0,0.5,0.0,0.0,11.0
VTS,2010-01-16 22:57:00,2010-01-16 23:04:00,1,1.35,-73.983382,40.744658,1,,-73.974162,40.752702,CAS,6.1,0.5,0.5,0.0,0.0,7.1
VTS,2010-01-17 08:45:00,2010-01-17 08:52:00,1,1.93,-73.992835,40.733783,1,,-73.975588,40.755687,Cre,7.3,0.0,0.5,1.0,0.0,8.8
VTS,2010-01-05 11:53:00,2010-01-05 11:56:00,1,0.8,-73.96414799999998,40.756562,1,,-73.961122,40.76577,CAS,4.1,0.0,0.5,0.0,0.0,4.6
VTS,2010-01-25 18:35:00,2010-01-25 18:42:00,1,1.06,-73.98147299999998,40.743883,1,,-73.983512,40.731687,Cre,5.7,1.0,0.5,1.8,0.0,9.0
VTS,2010-01-22 12:29:00,2010-01-22 12:33:00,2,0.5,-73.98063999999998,40.737972,1,,-73.98178299999998,40.743285,Cre,4.1,0.0,0.5,1.0,0.0,5.6
VTS,2010-01-26 09:24:00,2010-01-26 09:28:00,5,0.5999999999999999,-73.972807,40.761445,1,,-73.960925,40.770935,CAS,4.1,0.0,0.5,0.0,0.0,4.6
VTS,2010-01-24 15:26:00,2010-01-24 15:53:00,2,10.51,-73.862858,40.768858,1,,-73.976562,40.779893,Cre,26.1,0.0,0.5,5.0,5.5,37.1
VTS,2010-01-14 16:45:00,2010-01-14 16:52:00,1,0.8499999999999999,-74.00426,40.752547,1,,-73.994853,40.75611,Cre,5.3,1.0,0.5,2.0,0.0,8.8
VTS,2010-01-08 01:44:00,2010-01-08 01:51:00,2,1.14,-73.991608,40.737548,1,,-73.97968199999998,40.732918,CAS,5.7,0.5,0.5,0.0,0.0,6.7
VTS,2010-01-23 05:54:00,2010-01-23 05:56:00,2,0.8499999999999999,-74.006122,40.741253,1,,-73.99668,40.739032,CAS,4.1,0.5,0.5,0.0,0.0,5.1
VTS,2010-01-08 09:07:00,2010-01-08 09:18:00,1,1.42,-73.984553,40.768648,1,,-73.983115,40.76157,CAS,7.3,0.0,0.5,0.0,0.0,7.8
VTS,2010-01-09 06:14:00,2010-01-09 06:26:00,1,3.36,-73.953587,40.801943,1,,-73.957673,40.765382,CAS,10.5,0.0,0.5,0.0,0.0,11.0
VTS,2010-01-23 10:45:00,2010-01-23 10:53:00,1,1.43,-73.98079699999998,40.730597,1,,-74.00288999999998,40.73413,CAS,6.5,0.0,0.5,0.0,0.0,7.0
VTS,2010-01-23 12:36:00,2010-01-23 12:46:00,5,1.96,-73.980328,40.7673,1,,-73.994037,40.743427,Cre,7.3,0.0,0.5,1.0,0.0,8.8
VTS,2010-01-09 00:47:00,2010-01-09 01:00:00,5,1.92,-73.993252,40.721945,1,,-73.977563,40.746232,Cre,8.5,0.5,0.5,1.0,0.0,10.5
VTS,2010-01-10 02:44:00,2010-01-10 03:01:00,1,5.03,-74.005162,40.719865,1,,-73.98187299999998,40.667003,CAS,14.9,0.5,0.5,0.0,0.0,15.9
VTS,2010-01-10 01:57:00,2010-01-10 02:11:00,5,3.62,-73.989315,40.72622,1,,-73.977643,40.68067,Cre,11.7,0.5,0.5,2.0,0.0,14.7
VTS,2010-01-09 08:41:00,2010-01-09 08:47:00,1,1.17,-73.97902,40.787105,1,,-73.981188,40.774227,CAS,5.3,0.0,0.5,0.0,0.0,5.8
CMT,2010-01-21 05:21:08,2010-01-21 05:24:18,1,1.3,-73.991442,40.744831,1,0,-73.99072099999998,40.760295,Cas,5.3,0.5,0.5,0.0,0.0,6.3
CMT,2010-01-08 15:56:12,2010-01-08 16:02:42,1,1.1,-73.990919,40.717789,1,0,-74.00145,40.726213,Cre,5.7,0.0,0.5,1.0,0.0,7.2
VTS,2010-01-17 15:39:00,2010-01-17 15:53:00,3,1.57,-73.98881799999998,40.73671,1,,-73.98551999999998,40.720537,Cre,8.5,0.0,0.5,1.5,0.0,10.5
VTS,2010-01-19 12:25:00,2010-01-19 12:32:00,1,1.18,-73.997578,40.719465,1,,-73.991753,40.714268,CAS,5.7,0.0,0.5,0.0,0.0,6.2
VTS,2010-01-25 19:41:00,2010-01-25 19:45:00,1,0.65,-73.985543,40.747013,1,,-73.97897,40.747782,CAS,4.5,1.0,0.5,0.0,0.0,6.0
VTS,2010-01-09 03:50:00,2010-01-09 04:06:00,5,3.54,-74.00739299999998,40.740097,1,,-73.96594799999998,40.760397,CAS,11.3,0.5,0.5,0.0,0.0,12.3
VTS,2010-01-22 12:11:00,2010-01-22 12:20:00,3,1.52,-73.974098,40.754242,1,,-73.988538,40.73691,CAS,6.9,0.0,0.5,0.0,0.0,7.4
VTS,2010-01-29 12:17:00,2010-01-29 12:24:00,1,0.6999999999999998,-73.969368,40.761105,1,,-73.973692,40.757668,Cre,5.3,0.0,0.5,2.0,0.0,7.8
VTS,2010-01-29 11:49:00,2010-01-29 11:51:00,5,0.34,-73.964768,40.76994,1,,-73.961675,40.77411,CAS,3.3,0.0,0.5,0.0,0.0,3.8
VTS,2010-01-26 22:46:00,2010-01-26 22:53:00,1,0.78,-73.999652,40.733908,1,,-74.002645,40.72502,CAS,5.7,0.5,0.5,0.0,0.0,6.7
VTS,2010-01-14 10:31:00,2010-01-14 10:38:00,1,1.13,-73.98985999999998,40.72963,1,,-73.987143,40.742147,CAS,6.1,0.0,0.5,0.0,0.0,6.6
CMT,2010-01-18 14:53:49,2010-01-18 14:59:47,1,1.2,-74.00916599999998,40.713343,1,0,-74.006754,40.730287,Cas,5.7,0.0,0.5,0.0,0.0,6.2
VTS,2010-01-13 00:00:00,2010-01-13 00:08:00,5,1.3,-73.98865,40.733882,1,,-73.980518,40.721842,Cre,6.5,0.5,0.5,1.0,0.0,8.5
CMT,2010-01-08 10:59:33,2010-01-08 11:07:25,1,1.1,-73.979101,40.750783,1,0,-73.977018,40.762497,Cre,6.1,0.0,0.5,0.99,0.0,7.59
CMT,2010-01-22 20:55:46,2010-01-22 20:59:00,1,0.8,-73.976386,40.748382,1,0,-73.968427,40.756345,Cre,4.1,0.5,0.5,1.0,0.0,6.1
VTS,2010-01-22 19:40:00,2010-01-22 19:51:00,1,1.85,-73.97683499999998,40.754403,1,,-73.993565,40.734223,CAS,7.7,1.0,0.5,0.0,0.0,9.2
VTS,2010-01-09 19:14:00,2010-01-09 19:19:00,1,1.01,-73.97992499999998,40.786897,1,,-73.96717499999998,40.798628,CAS,5.3,0.0,0.5,0.0,0.0,5.8
VTS,2010-01-14 00:29:00,2010-01-14 00:43:00,2,3.73,-73.979123,40.78064,1,,-73.93376499999998,40.794057,CAS,12.1,0.5,0.5,0.0,0.0,13.1
VTS,2010-01-08 03:26:00,2010-01-08 03:31:00,5,1.42,-73.991603,40.749862,1,,-73.978333,40.75264,CAS,5.3,0.5,0.5,0.0,0.0,6.3
VTS,2010-01-12 21:22:00,2010-01-12 21:25:00,2,0.45,-73.987015,40.756218,1,,-73.991473,40.749895,Cre,3.7,0.5,0.5,1.5,0.0,6.2
VTS,2010-01-16 02:53:00,2010-01-16 03:05:00,2,2.44,-73.97193699999998,40.763367,1,,-73.99652,40.744548,CAS,8.9,0.5,0.5,0.0,0.0,9.9
VTS,2010-01-02 21:35:00,2010-01-02 21:41:00,2,0.8299999999999998,-74.00546699999998,40.740795,1,,-73.992795,40.736952,CAS,5.3,0.5,0.5,0.0,0.0,6.3
VTS,2010-01-29 01:05:00,2010-01-29 01:15:00,1,3.59,-73.980348,40.753427,1,,-73.94242199999998,40.786418,Cre,10.1,0.5,0.5,3.0,0.0,14.1
VTS,2010-01-29 17:57:00,2010-01-29 18:04:00,1,0.88,-73.94903499999998,40.784922,1,,-73.94498199999998,40.786708,CAS,5.3,1.0,0.5,0.0,0.0,6.8
VTS,2010-01-29 21:58:00,2010-01-29 22:10:00,1,5.13,-74.01065699999998,40.711018,1,,-73.976088,40.751767,Cre,13.7,0.5,0.5,0.0,0.0,14.7
VTS,2010-01-19 00:13:00,2010-01-19 00:34:00,1,13.56,-73.78959999999998,40.646925,1,,-73.946045,40.602077,Cre,30.1,0.5,0.5,3.9,0.0,35.0
VTS,2010-01-14 09:43:00,2010-01-14 09:51:00,2,1.19,-73.953055,40.79198,1,,-73.969395,40.791313,CAS,6.1,0.0,0.5,0.0,0.0,6.6
VTS,2010-01-15 11:12:00,2010-01-15 11:16:00,1,0.62,-73.97562,40.789157,1,,-73.970045,40.78444,Cre,4.1,0.0,0.5,1.0,0.0,5.6
VTS,2010-01-29 18:29:00,2010-01-29 18:35:00,1,0.77,-73.98809,40.738558,1,,-73.991003,40.745303,Cre,4.9,1.0,0.5,2.0,0.0,8.4
VTS,2010-01-12 19:58:00,2010-01-12 20:12:00,5,2.52,-73.96716499999998,40.767313,1,,-73.994383,40.750323,Cre,10.1,1.0,0.5,2.0,0.0,13.6
VTS,2010-01-06 13:49:00,2010-01-06 13:58:00,3,1.27,-73.960513,40.757853,1,,-73.96416,40.770507,CAS,6.5,0.0,0.5,0.0,0.0,7.0
VTS,2010-01-03 09:27:00,2010-01-03 09:36:00,5,2.37,-73.974098,40.789765,1,,-73.95218699999998,40.816883,CAS,7.7,0.0,0.5,0.0,0.0,8.199999999999998
VTS,2010-01-30 17:50:00,2010-01-30 18:06:00,1,3.22,-73.957542,40.769528,1,,-73.987578,40.728825,Cre,11.3,0.0,0.5,2.0,0.0,13.8
VTS,2010-01-29 23:58:00,2010-01-30 00:09:00,5,2.64,-73.996228,40.759693,1,,-73.96180699999998,40.767085,Cre,8.9,0.5,0.5,1.5,0.0,11.4
VTS,2010-01-08 17:46:00,2010-01-08 17:55:00,2,1.48,-74.007298,40.72763,1,,-73.98712,40.729487,CAS,6.9,1.0,0.5,0.0,0.0,8.4
VTS,2010-01-01 12:50:00,2010-01-01 12:54:00,1,0.99,-73.95650999999998,40.77124,1,,-73.961358,40.760612,CAS,4.5,0.0,0.5,0.0,0.0,5.0
VTS,2010-01-16 15:17:00,2010-01-16 15:25:00,1,1.62,-73.981173,40.77832,1,,-73.962503,40.778323,CAS,6.9,0.0,0.5,0.0,0.0,7.4
VTS,2010-01-29 20:42:00,2010-01-29 20:56:00,2,2.74,-73.980473,40.755682,1,,-73.98094299999998,40.729673,CAS,9.7,0.5,0.5,0.0,0.0,10.7
CMT,2010-01-04 19:41:16,2010-01-04 19:56:18,1,3.3,-73.98065699999998,40.763546,1,0,-73.99811699999998,40.722712,Cas,10.9,1.0,0.5,0.0,0.0,12.4
VTS,2010-01-30 02:01:00,2010-01-30 02:07:00,5,0.95,-74.00274,40.733897,1,,-73.993757,40.74338,Cre,5.3,0.5,0.5,1.0,0.0,7.3
VTS,2010-01-29 19:18:00,2010-01-29 19:24:00,1,1.43,-73.956345,40.787052,1,,-73.945508,40.774402,CAS,6.1,1.0,0.5,0.0,0.0,7.599999999999999
VTS,2010-01-20 15:54:00,2010-01-20 16:13:00,5,3.16,-73.991027,40.755358,1,,-73.975925,40.730767,Cre,12.5,0.0,0.5,4.0,0.0,17.0
VTS,2010-01-14 21:48:00,2010-01-14 22:08:00,1,4.55,-73.998143,40.745638,1,,-73.950092,40.787327,CAS,14.5,0.5,0.5,0.0,0.0,15.5
VTS,2010-01-16 19:36:00,2010-01-16 19:45:00,3,1.27,-73.989855,40.734023,1,,-73.97713299999998,40.74283,CAS,6.9,0.0,0.5,0.0,0.0,7.4
CMT,2010-01-15 09:33:58,2010-01-15 09:43:55,1,2.0,-73.985129,40.731934,1,0,-73.97184199999998,40.751917,Cas,8.099999999999998,0.0,0.5,0.0,0.0,8.599999999999998
VTS,2010-01-13 09:37:00,2010-01-13 09:39:00,1,0.76,-73.95579999999998,40.780263,1,,-73.96261199999998,40.77047,CAS,4.1,0.0,0.5,0.0,0.0,4.6
VTS,2010-01-21 11:07:00,2010-01-21 11:21:00,1,7.62,-73.950675,40.77739,1,,-74.00762299999998,40.705042,CAS,18.1,0.0,0.5,0.0,0.0,18.6
VTS,2010-01-15 15:46:00,2010-01-15 15:49:00,2,0.8399999999999999,-73.96788999999998,40.801565,1,,-73.96145199999998,40.810242,Cre,4.1,0.0,0.5,0.9,0.0,5.5
VTS,2010-01-08 19:41:00,2010-01-08 19:48:00,5,1.16,-73.958073,40.769345,1,,-73.964433,40.75764,CAS,5.7,1.0,0.5,0.0,0.0,7.2
VTS,2010-01-30 01:19:00,2010-01-30 01:30:00,2,2.77,-74.006068,40.739982,1,,-73.976963,40.7518,CAS,9.3,0.5,0.5,0.0,0.0,10.3
VTS,2010-01-19 08:56:00,2010-01-19 09:00:00,5,0.68,-73.987425,40.743637,1,,-73.978357,40.750833,CAS,4.5,0.0,0.5,0.0,0.0,5.0
VTS,2010-01-02 01:58:00,2010-01-02 01:59:00,2,0.31,-73.973175,40.758892,1,,-73.97143199999998,40.762183,CAS,2.9,0.5,0.5,0.0,0.0,3.9
VTS,2010-01-07 21:53:00,2010-01-07 21:57:00,1,1.15,-73.99253299999998,40.74984,1,,-74.003612,40.73811,Cre,4.5,0.5,0.5,2.0,0.0,7.5
VTS,2010-01-30 10:19:00,2010-01-30 10:37:00,1,3.62,-73.974885,40.75858,1,,-73.970715,40.79357,CAS,12.5,0.0,0.5,0.0,0.0,13.0
VTS,2010-01-29 21:09:00,2010-01-29 21:31:00,1,3.77,-73.933513,40.77017,1,,-73.940627,40.764912,Cre,14.1,0.5,0.5,0.0,0.0,15.1
VTS,2010-01-16 20:47:00,2010-01-16 20:55:00,1,2.21,-73.993302,40.749762,1,,-73.989102,40.774365,Cre,7.3,0.5,0.5,1.0,0.0,9.3
VTS,2010-01-17 00:21:00,2010-01-17 00:27:00,5,0.68,-73.992902,40.745778,1,,-73.99340999999998,40.74152,CAS,4.5,0.5,0.5,0.0,0.0,5.5
VTS,2010-01-05 10:29:00,2010-01-05 11:19:00,1,22.1,-73.784312,40.648628,1,,-73.98988199999998,40.775832,CAS,45.0,0.0,0.5,0.0,4.57,50.07
DDS,2010-01-05 07:54:47,2010-01-05 08:00:33,1,1.2,-73.972633,40.75858,1,,-74.000572,40.739723,CRE,5.3,0.5,-1.0,1.0,0.0,6.8
VTS,2010-01-02 00:57:00,2010-01-02 01:17:00,2,5.52,-73.98492,40.736218,1,,-73.962973,40.674,CAS,16.5,0.5,0.5,0.0,0.0,17.5
CMT,2010-01-30 09:00:52,2010-01-30 09:13:02,1,4.4,-73.994316,40.740959,1,0,-73.953466,40.790895,Cas,12.1,0.0,0.5,0.0,0.0,12.6
CMT,2010-01-29 07:38:12,2010-01-29 07:53:16,3,2.9,-73.967504,40.765887,1,0,-73.97051899999998,40.790039,Cas,10.9,0.0,0.5,0.0,0.0,11.4
VTS,2010-01-17 01:10:00,2010-01-17 01:21:00,1,3.21,-73.987215,40.744907,1,,-73.97040699999998,40.762575,Cre,9.7,0.5,0.5,2.0,0.0,12.7
DDS,2010-01-15 19:15:43,2010-01-15 19:26:34,1,1.9,-73.989832,40.733457,1,,-73.988033,40.720945,CAS,7.3,1.0,0.5,0.0,0.0,8.8
VTS,2010-01-21 16:44:00,2010-01-21 16:46:00,1,0.7399999999999999,-73.98219,40.77056,1,,-73.98901499999998,40.763475,CAS,4.1,1.0,0.5,0.0,0.0,5.6
VTS,2010-01-20 17:58:00,2010-01-20 18:09:00,2,1.76,-73.777693,40.672608,1,,-73.775698,40.66626,CAS,8.099999999999998,1.0,0.5,0.0,0.0,9.6
DDS,2010-01-09 23:13:35,2010-01-09 23:20:42,1,0.8,-73.980602,40.738278,1,,-73.985327,40.747887,CAS,5.3,0.5,-1.0,0.0,0.0,6.3
VTS,2010-01-31 17:02:00,2010-01-31 17:04:00,1,0.8299999999999998,-73.987778,40.732583,1,,-73.98093199999998,40.725485,CAS,4.1,0.0,0.5,0.0,0.0,4.6
VTS,2010-01-02 20:26:00,2010-01-02 20:30:00,1,0.76,-73.97503,40.783345,1,,-73.982315,40.774157,Cre,4.5,0.5,0.5,1.0,0.0,6.5
VTS,2010-01-03 02:45:00,2010-01-03 03:00:00,1,3.77,-73.997817,40.763165,1,,-73.997827,40.725838,CAS,12.5,0.5,0.5,0.0,0.0,13.5
